Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e01d0fab-50d6-c4be-f73c-7799774db547,1975-10-20,,999-27-3675,S99924481,X23136613X,Mr.,Lamont867,Elisha578,Satterfield305,,,D,asian,nonhispanic,M,Andover  Massachusetts  US,874 Heathcote Bay,Holliston,Massachusetts,Middlesex County,,00000,42.15836326471313,-71.45027279254907,88172.37,1833.90,329981
638436dc-b7b8-c840-123f-9be98ca44b34,1979-12-17,,999-83-5514,S99982401,X11227489X,Ms.,Francisca486,Rachell479,Barrows492,,,S,white,nonhispanic,F,Hudson  Massachusetts  US,165 Nienow Pathway,Dennis,Massachusetts,Barnstable County,25001,02638,41.68605886669314,-70.23636443415124,770159.40,315002.66,36123
bfe8e255-0de6-21d5-f495-0050fcd4fa54,1984-08-15,,999-54-4280,S99991084,X42783453X,Mr.,Filiberto722,Basil991,Boyle917,,,M,white,nonhispanic,M,Medfield  Massachusetts  US,332 Carter Burg,Everett,Massachusetts,Middlesex County,25017,02149,42.4004015325638,-71.07993913854108,106126.96,36020.52,33378
bef22a04-677c-77a1-701c-7533ce98d60f,1970-01-06,,999-16-8559,S99950668,X31483832X,Mr.,Deandre599,Jae222,Mann644,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,870 Turcotte Terrace Suite 49,Mansfield,Massachusetts,Bristol County,,00000,41.981856041646125,-71.23719098223094,124981.48,10886.41,63204
0e166a4d-bdc2-ea44-09b8-07a143ec5c25,2024-06-03,,999-70-2675,,,,Danyelle408,Britta584,Dare640,,,,white,nonhispanic,F,Medford  Massachusetts  US,768 Luettgen Arcade Suite 59,Somerville,Massachusetts,Middlesex County,25017,02143,42.359377273414005,-71.14344209177182,250.00,5179.86,31957
9696e7c7-a220-34db-e10e-252bead1e434,1968-01-22,,999-79-2078,S99947666,X74185109X,Mr.,Everette494,Alejandro916,Schmidt332,,,M,white,nonhispanic,M,Sturbridge  Massachusetts  US,348 Parisian Vale Unit 57,Northbridge,Massachusetts,Worcester County,,00000,42.17738750084345,-71.64908680707103,237425.44,45940.59,54619
67925093-06cd-8d8c-7c85-01ca58a86020,1979-07-01,,999-94-8985,S99964736,X27908045X,Mr.,Kerry175,,Hegmann834,,,M,white,nonhispanic,M,Mansfield Center  Massachusetts  US,452 Wilderman Viaduct Unit 81,Methuen,Massachusetts,Essex County,25009,01841,42.67153476554832,-71.11687369520648,209287.49,18304.06,42085
7496c775-a417-bd87-acc7-c814362234c4,2006-05-21,,999-41-9559,S99945469,,Mr.,Dominique369,Virgil85,Stehr398,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,408 Bruen Forge Unit 68,Rowley,Massachusetts,Essex County,25009,01969,42.75749762606188,-70.86308752757051,4350.50,73558.24,15724
a52160a5-4a26-55b0-f667-a4708c66f50c,2021-08-21,,999-44-4748,,,,Sharika71,Tiera511,Gottlieb798,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,658 Armstrong Avenue Unit 62,Brookline,Massachusetts,Norfolk County,25021,02445,42.333418983022895,-71.06547402153267,16191.62,1200.78,58708
784a7e88-bcd4-5473-4023-4ace994bc94b,1923-05-02,,999-88-8132,S99975889,X23602723X,Mrs.,Beverley336,Angella518,Feeney44,,Dicki44,M,white,nonhispanic,F,Boston  Massachusetts  US,851 Cartwright Alley,Milton,Massachusetts,Norfolk County,25021,02186,42.28723479530706,-71.03791042268185,334539.39,795655.08,127433
a9bee5c2-1a9d-45ab-8060-9b28bf8c48f2,1974-05-29,,999-41-3310,S99952605,X51937145X,Mr.,Jacob959,Lavern240,Strosin214,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,459 Boyle Wall,North Adams,Massachusetts,Berkshire County,25003,01247,42.70659982010644,-73.06318285269302,189711.04,18151.33,61069
d32b6092-c0b7-f467-d00c-0729463a59e3,1972-08-07,,999-54-9909,S99939695,X66058320X,Ms.,Alvera113,Johnette525,Weissnat378,,,S,black,nonhispanic,F,Taunton  Massachusetts  US,812 Streich Well,Newton,Massachusetts,Middlesex County,25017,02472,42.28376806705339,-71.19648746310557,745190.34,376473.50,98719
015786ad-e05e-2812-b3e8-11713aa05988,2011-03-29,,999-64-3593,,,,Laura391,Eloisa55,Ballesteros368,,,,white,hispanic,F,San Salvador  El Salvador  SV,1008 Cremin Byway,Palmer,Massachusetts,Hampden County,25013,01009,42.13326919654025,-72.43783729905354,6252.26,60231.23,3673
8839727a-0c02-9d27-3a94-b8fe6d2986ed,1970-07-06,,999-42-4162,S99972512,X88454746X,Mrs.,Kimberlee228,Amber507,Mueller846,,Howell947,W,white,nonhispanic,F,Leominster  Massachusetts  US,217 Reinger Vale Apt 27,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.64553599128201,-70.17062130547889,884742.09,370574.29,118019
20f95b61-3be7-4f6a-9938-8663e8a64e20,1970-04-14,,999-46-7957,S99940533,X73831435X,Mr.,Wilbur107,,Walker122,,,M,white,nonhispanic,M,Sharon  Massachusetts  US,854 Blanda Path Apt 63,Boston,Massachusetts,Suffolk County,25025,02115,42.273692414208185,-71.11831090940822,130609.26,210150.70,69638
26fce0bf-af16-c405-ea75-249ee9bd5cec,1997-12-11,,999-93-1737,S99994906,X7971226X,Ms.,Lakia502,Renea551,Block661,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,721 Ortiz Mall,Whately,Massachusetts,Franklin County,,00000,42.40457509809022,-72.66279316360215,160471.58,437693.96,143580
7b56b63f-d5ea-0908-314a-436cb1b1f04a,2017-01-17,2020-10-07,999-18-8355,,,,Aida517,,Stark857,,,,white,nonhispanic,F,Lexington  Massachusetts  US,504 Ward Alley Unit 76,Boston,Massachusetts,Suffolk County,25025,02118,42.361123188530215,-71.12391666744546,10334.16,36832.68,747981
b277995e-c5c3-28d5-e93d-7508a0217c2f,2005-11-02,,999-90-9767,S99942778,,Ms.,Mandi759,Frederica279,Heidenreich818,,,,white,nonhispanic,F,Boston  Massachusetts  US,136 Frami Fork,Reading,Massachusetts,Middlesex County,25017,01801,42.457615340214105,-71.12183136062424,76628.58,0.00,41743
080dcc5d-e3e2-a3ea-b6eb-8bbc7dc59cce,2017-01-17,,999-51-5678,,,,Regena252,Janel230,Effertz744,,,,white,nonhispanic,F,Braintree  Massachusetts  US,1060 Watsica Bay,Boston,Massachusetts,Suffolk County,25025,02215,42.34971001420017,-71.12970074890292,24956.84,1325.75,747981
4c307a40-2318-532b-76e8-c919bb2c06be,1955-05-07,,999-83-6345,S99944052,X2466102X,Mr.,Wayne846,,Kuhic920,,,D,white,nonhispanic,M,Boston  Massachusetts  US,393 Leffler Harbor Unit 8,Lynn,Massachusetts,Essex County,25009,01905,42.524008189752045,-71.01435662202061,18415.27,365345.99,16835
2ded0a79-9d7a-0d05-e5cc-ad50f1258004,1970-12-08,,999-13-2394,S99955186,X46779153X,Mr.,Seymour882,Alfonso758,Hegmann834,,,D,white,nonhispanic,M,Halifax  Massachusetts  US,421 Fritsch Neck,Holden,Massachusetts,Worcester County,,00000,42.352767764197466,-71.90893057936316,87847.97,169245.14,645520
c6435bae-d421-57f9-ac63-9d2a27b83e32,1965-07-11,,999-20-1801,S99977039,X87631402X,Mr.,Florentino8,Clemente531,Hilll811,,,S,white,nonhispanic,M,Boston  Massachusetts  US,193 Johns Fort Suite 48,Leicester,Massachusetts,Worcester County,,00000,42.21994236906721,-71.86574130528273,130200.89,79663.70,34880
6c836530-ba15-0499-4657-70022637ae89,2011-09-02,,999-69-9876,,,,Hubert238,,Schuppe920,,,,white,nonhispanic,M,Hanson  Massachusetts  US,554 Gislason Branch Unit 45,Duxbury,Massachusetts,Plymouth County,25023,02332,42.0807842574822,-70.66976957184797,19871.46,13859.72,216525
7e27bb82-5b59-e323-b8b0-9adea6298688,2017-08-12,,999-58-3233,,,,Dominique369,Soledad678,Torphy630,,,,black,nonhispanic,F,Braintree  Massachusetts  US,458 Hessel Track Apt 90,Lynn,Massachusetts,Essex County,25009,01907,42.4562069579162,-70.92680746721645,2347.76,23766.35,23048
6692d236-0f9b-930e-fc36-d285f96d82f7,1990-06-27,,999-26-9384,S99939051,X8625154X,Mrs.,Risa429,Ellie521,Block661,,Hermann103,M,white,nonhispanic,F,Bedford  Massachusetts  US,739 Daniel Wall,Boston,Massachusetts,Suffolk County,25025,02134,42.365596617672814,-71.12436199690173,12448.55,457872.39,19686
b232154b-4467-8972-d09e-85c838f2b81b,1992-11-13,,999-55-7987,S99939644,X82976357X,Mrs.,Nubia715,Remedios388,Kemmer137,,Conn188,M,white,nonhispanic,F,Dracut  Massachusetts  US,990 Harris Common,Lincoln,Massachusetts,Middlesex County,,00000,42.37775642563407,-71.34844479613365,165568.59,298329.31,129510
f1e31252-0c1d-8953-4c55-7de37ec629cc,1964-02-05,2021-10-10,999-29-9494,S99931962,X61580683X,Mrs.,Terica746,,Tillman293,,West559,D,white,nonhispanic,F,Framingham  Massachusetts  US,173 Stark Annex,Bolton,Massachusetts,Worcester County,,00000,42.40666687773756,-71.57828938926363,1079818.55,225647.47,100334
cb61c282-29c7-b013-195c-6bbe507ef1a1,1957-11-28,,999-94-7645,S99975772,X82166566X,Mrs.,Sybil495,,Block661,,Mitchell808,M,white,nonhispanic,F,Boston  Massachusetts  US,332 Pacocha Hollow Apt 53,Charlton,Massachusetts,Worcester County,,00000,42.10644609546676,-71.92887972943801,577008.76,215883.20,76649
456bde60-cad8-3de6-a069-cd07a70e9922,1964-02-05,2017-06-17,999-11-1393,S99914198,X66413488X,Ms.,Ila598,Roxana439,Lubowitz58,,,S,white,nonhispanic,F,Haverhill  Massachusetts  US,431 Turner Branch Apt 33,Bolton,Massachusetts,Worcester County,,00000,42.48944908902957,-71.59676763934364,866721.40,191868.36,100334
6fdff73f-ccce-d1bd-d7c6-b113974bd237,1964-02-05,,999-99-4045,S99933947,X84821845X,Mrs.,Kellie778,Leena55,Nikolaus26,,Gaylord332,D,white,nonhispanic,F,Lexington  Massachusetts  US,619 Sauer Rue Apt 81,Bolton,Massachusetts,Worcester County,,00000,42.45347303340393,-71.56465908352442,34329.92,537478.45,100334
